新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
菜鳥尾牙中5萬大獎「部門上繳潛規則」超黑暗？他嘆：第一次希望不要中獎,90.0,80.0,0.0,20.0
網傳樹葬後骨灰須挖出焚化  北市殯葬處：不可能,60.0,40.0,20.0,50.0
《魷魚遊戲》第3季海報曝光 李奧納多出演？Netflix解答了,0.0,20.0,10.0,30.0
怒了！卓榮泰痛批藍白砍預算「非常荒謬」 點名黃國昌「忙著選黨主席」,90.0,80.0,0.0,60.0
日本9天年假收假高峰 新幹線、民航機近「班班客滿」,0.0,20.0,0.0,40.0
湖北省台辦主任與海基會有約晤 國台辦：不屬實,40.0,0.0,20.0,10.0
國土計畫法將延後實施 國土署：續完成分區圖審議,20.0,0.0,0.0,10.0
一年打破「52項世界紀錄」！狂男親揭經歷：這項最痛苦,60.0,80.0,0.0,20.0
台北書展倒數2天人流不減 國際版權交流熱絡,0.0,20.0,0.0,10.0
謝長廷再見愛河鰲燈 驚喜還能變換顏色,0.0,60.0,0.0,10.0
別急著做牛做馬！女生婚前不應該做10件事,60.0,40.0,80.0,20.0
美國南加州野火肆虐 外交部捐贈50萬美元協助救災,60.0,40.0,0.0,20.0
趙露思重病停工！新劇《戀人》最快這時復拍 男主角動向掀議,60.0,40.0,0.0,30.0
IKEA在北韓高級商場開張？ 總公司駁斥：假的,20.0,0.0,0.0,40.0
尋親3年終團圓…他意外揭駭人真相 「竟被親奶奶賣了」生父也知情,90.0,80.0,0.0,20.0
快新聞／台北今入冬最低溫！小年夜又要變冷 恐挑戰強烈冷氣團,90.0,80.0,20.0,40.0
輔大守備決勝搶勝晉級 大專棒球聯賽4強出爐,0.0,20.0,0.0,10.0
洲際棒球場整修新賽季前無法完工  中市府擬配套,60.0,0.0,0.0,20.0
MLB／道奇簽下金慧成做出抉擇 年僅23歲大物捕手遭DFA,60.0,0.0,20.0,10.0
日女YTR遊台灣5次公開必買清單 中藥上榜、白花油網激推,0.0,20.0,0.0,10.0
「天坑案」竹縣原則同意復工  議員籲先處理鄰損,60.0,20.0,0.0,10.0
01/31 各報重點新聞一覽,5.0,0.0,0.0,10.0
游泳突被水豚攻擊！「追逐啃咬、壓頭下水」驚悚畫面全錄下,90.0,80.0,0.0,20.0
NBA／40歲詹皇空中接力灌籃震撼全場 里夫斯自認沒傳好,0.0,80.0,0.0,20.0
美俄關係破冰 俄任命新任駐美大使,0.0,20.0,0.0,10.0
過年出國注意！ 國稅局提醒「忘做1事」恐限制出境,40.0,30.0,50.0,20.0
一週大事／柯文哲再遭羈押禁見 紐奧良跨年衝撞15死（2024.12.30-2025.1.5）,90.0,60.0,0.0,20.0
央視：拜登政府正考慮讓TikTok在美國繼續營運,0.0,0.0,0.0,20.0
快新聞／《憲訴法》覆議案遭立院否決 行政院回應了,40.0,20.0,60.0,10.0
川普大動五角大廈人事  美軍成政治鎂光燈焦點,60.0,50.0,0.0,20.0
川普就職倒數2週！北韓今年首度發射彈道飛彈,60.0,40.0,0.0,20.0
柯文哲又被關！交保期間三次回新竹 洪健益質疑：已經聯繫上橘子,60.0,40.0,0.0,10.0
花蓮凌晨地震規模4.4 最大震度3級,60.0,0.0,0.0,20.0
日本富士急樂園傳事故 員工檢查雲霄飛車被夾死,90.0,60.0,0.0,10.0
樂天桃猿續約王牌洋投威能帝 農曆年後報到,0.0,0.0,0.0,20.0
變巨大！小熊軟糖「混合1物」竟膨脹 網紅揭口感：滑順冰爽,0.0,40.0,0.0,20.0
九華山地藏庵  捐贈嘉縣低收戶冬令救濟金789萬,0.0,0.0,0.0,20.0
獨家／祂背後就是蛇穴！2025年必拜的廟是這間 專家：財氣靈驗至極,40.0,60.0,0.0,20.0
徐翔聖預計13日台韓熱身賽登板 久違實戰面對打者,20.0,0.0,0.0,10.0
開啟大罷免時代？媒體人曝關鍵 逆風認2綠委「難被罷掉」,40.0,30.0,0.0,50.0
快新聞／柯志恩貴賓包廂看川普就職喊「給外交人員讚」 網酸：然後砍了他們預算,60.0,40.0,20.0,10.0
海巡「蘇澳艦」1/10高雄命名下水 行政院長卓榮泰主持,0.0,0.0,0.0,40.0
美歐對烏克蘭各有想法 德國大選籠罩陰影,40.0,20.0,0.0,10.0
球后莎芭蓮卡澳網旗開得勝  朝三連霸之路邁進,0.0,20.0,0.0,40.0
板橋醫療園區 籌設大型區域級教學醫院,0.0,0.0,0.0,40.0
大年初二推倒老母奪命！台中逆子出庭懊悔認罪…家屬無法接受拒調解,90.0,80.0,0.0,20.0
苗栗情侶分手貓歸誰！男花4年打官司 搶回「胖胖」、「卡比」,60.0,40.0,0.0,20.0
黎智英國安案再審 稱「中國是香港敵人」,90.0,80.0,0.0,20.0
王毅逃過一劫 前腳剛走… 查德總統府傳槍響釀20死,90.0,80.0,0.0,10.0
NBA／盛讚杜蘭特天賦！KD勇王牌之爭 伊古達拉：柯瑞是核心,0.0,60.0,0.0,20.0
美凍結外援支出重創財源 人道組織跳腳,90.0,80.0,0.0,20.0
中市議員鄭功進 連11年辦百桌寒士宴,0.0,0.0,0.0,20.0
NBA明星賽 美國老將力壓對手殺進決賽[影],0.0,20.0,0.0,10.0
遲到2小時惹怒法官？他：柯文哲根本白痴，恐怕要在牢裡過年了！,90.0,95.0,0.0,20.0
疑誤認為德勒斯登 美軍80年前無情轟炸布拉格,90.0,60.0,0.0,20.0
英國驚見「侏儸紀公路」 200個恐龍腳印出土,0.0,60.0,0.0,20.0
電玩迷注意！ 全球瘋改編 暢銷遊戲躍上大螢幕,0.0,40.0,20.0,10.0
台電資深員工性騷承包商女員工 還動手搶她手機刪對話,90.0,80.0,0.0,10.0
NBA／避免影響洛城救災 聯盟宣布湖人、快艇明日2戰都延期,40.0,0.0,0.0,20.0
學弟給學長立法院江啟臣副院長公開信：覺得「教訓執政黨」很開心？,60.0,40.0,20.0,30.0
中國2024年新生兒954萬人 年增52萬終結連7年下降,20.0,0.0,0.0,40.0
八德外役監工程爆缺失 監所：已開罰並要求改善,60.0,0.0,0.0,10.0
台南南化清晨5:30規模4.6地震 最大震度4級,60.0,0.0,0.0,20.0
沈忠興當領頭羊大專聯賽連6戰敲安 再拚中職選秀,0.0,20.0,0.0,10.0
NBA／詹姆斯生日派對高歌這兩首 完全表露他不服老心境,0.0,40.0,0.0,20.0
嘉義強震「高雄地震光」照亮黑夜！一票朝聖天空異象 網曝真相,0.0,60.0,20.0,40.0
阿里山原住民接受職訓  知名酒店就業離家近,10.0,0.0,0.0,0.0
限時申請！台北101推情人節點燈放閃告白 費用曝光了,40.0,30.0,60.0,20.0
違法聘泰籍移工丟包不成竟殺人 基隆雇主判14年6月,90.0,60.0,0.0,10.0
楊梅休息站電動車自撞火燒車4死4傷 救援者回顧驚險瞬間,90.0,80.0,0.0,20.0
男子跨年放煙火引火警 竹市府開罰3萬元罰鍰,90.0,0.0,0.0,10.0
賴總統見雷根基金會  感謝訪賓不懼中國大力挺台,0.0,20.0,0.0,10.0
中職／王苡丞轟出勝利全壘打 澳職「台灣日」當英雄,0.0,60.0,0.0,20.0
宋濤廣東福建走訪台資企業 立委陳玉珍廈門陪同,0.0,0.0,0.0,10.0
新北3高中生舉五星旗喊「回歸祖國」 「台灣國」赴教育部要求改課綱,60.0,40.0,0.0,20.0
最後一次？親發「限量燙金春聯」2地點曝 韓國瑜自嘲：好像快被罷免了,60.0,40.0,0.0,20.0
「樂團主唱」北市跨年搭舞台亡 蔣萬安喊究責到底：事發隔天有派人慰問,60.0,40.0,0.0,10.0
北京邀青年探勘元宇宙,0.0,20.0,0.0,10.0
港啟德主場館首場演唱會測試 8成人15分鐘內離開,60.0,0.0,40.0,20.0
連辦19年圍爐！台中300名獨老開心享美食+領暖心物資,0.0,20.0,0.0,10.0
「藍白超級爛」卡車繞行Day4！竹科爸媽「加碼」多一台：真的沒有要停手,90.0,80.0,0.0,20.0
澳網／詹皓晴組合先盛後衰不敵中美搭檔 今年澳網畫下句點,60.0,40.0,0.0,20.0
大谷翔平限定瓶身全台售罄 伊藤園Ｘ台北101限量送,0.0,20.0,0.0,40.0
星宇航空布局貨運市場 執行5架A350F貨機選擇權,0.0,0.0,0.0,20.0
川普將上任  俞大㵢：台美關係可拭目以待,20.0,0.0,0.0,10.0
台南鹽水月港廣濟宮遭祝融...10座神尊受災損失慘重「重建初估500萬」,90.0,80.0,0.0,20.0
快新聞／今到台北餐敘「晚上會逛夜市」 ？ 黃仁勳回應了,0.0,0.0,40.0,10.0
達賴喇嘛為西藏罹難者祈福 中國外交部：對其政治圖謀保持警覺,40.0,20.0,0.0,10.0
NBA／恩比德進攻無解？霍華德笑「他會假摔」 親曝防守訣竅,0.0,40.0,20.0,10.0
「衝撞系歌手」撞死運將落跑！澎恰恰曝邱軍錄影狀況　公開喊話1事,90.0,80.0,40.0,20.0
國民黨前立委「漸凍症病逝」！享壽76歲 40年戰友悲悼：願安息,90.0,80.0,0.0,10.0
防中國有可乘之機 拜登推新協議鞏固印太關係,40.0,20.0,0.0,10.0
國道數起事故均排除 小年夜下午估6路段壅塞,60.0,0.0,0.0,40.0
國民黨立委群面臨「大罷免」朱立倫出招了！找「大學長」談反罷成功經驗,40.0,20.0,0.0,10.0
三重寶石、潤泰案房價成亮點 專家看:當今市場是「品牌建商的武林」,10.0,60.0,0.0,40.0
妹子1工作「月薪46k」！曝缺點問願意做嗎？網勸：要珍惜,60.0,40.0,20.0,10.0
「百億賭王」林秉文通緝後臉書首發聲 道上曝：14億賭債未了,90.0,60.0,0.0,20.0
日本櫻花季倒數 東京最快3/21開花、3/29盛開,0.0,20.0,0.0,40.0
日本本季最早開花！沖繩櫻花較往年提早11天綻放 氣象台估原因,0.0,0.0,0.0,40.0
搭直升機參加比賽  東引國中小展現實作科技創意,0.0,0.0,0.0,10.0
劉世芳：兩岸宗教交流務必謹慎  避免誤入統戰陷阱,60.0,40.0,20.0,30.0
柯文哲交保變羈押關鍵！李文宗兄妹「反咬」全曝光,60.0,80.0,0.0,20.0
飯店床尾巾真實用途曝光 清潔員驚爆：很髒從不洗,90.0,80.0,0.0,60.0
無法過年！邱軍羈押2個月「肇事車輛曝」 估商演損近600萬,90.0,60.0,0.0,20.0
鍾允華冬盟飆速152公里 春訓加強穩定性和肌力,0.0,20.0,0.0,10.0
板殯優化說明會15日登場  周勝考揚言抗爭,60.0,50.0,0.0,10.0
教廷：教宗跌倒手臂受傷 沒有骨折以吊帶固定,40.0,0.0,0.0,0.0
快新聞／還有3人在逃！基隆7旬老翁遭焚屍塞冰櫃 警方瑞芳再逮1男聲押,90.0,80.0,20.0,10.0
OpenAI成立德國子公司 加速布局因應Deepseek,0.0,0.0,0.0,20.0
馬斯克現身川普就職活動 疑2度行「納粹禮」惹議,90.0,80.0,0.0,20.0
限量1200枚翡翠平安扣 斗六震天府贈點燈信徒迎新年,10.0,20.0,0.0,30.0
頂樓徘徊逾1小時！退休後精神狀況不穩 和平醫院醫師墜樓不治,90.0,60.0,0.0,20.0
NBA／巴特勒「熱火人生」尚未完結！禁賽結束後可能歸隊,0.0,20.0,0.0,10.0
網紅聲援罷免新北藍委 國民黨部指審預算是職責,20.0,0.0,0.0,10.0
胡瓜預言「會生第4第5個」 歐弟急喊：要去結紮了,60.0,40.0,20.0,10.0
台中霧峰農會桐林酒廠動土 農業部長陳駿季盼為農產加值,0.0,0.0,0.0,20.0
​​義大利「濃妝搖滾妹」竟是陳美鳳！備戰《民視第一發發發》私下超抖畫面流出,0.0,20.0,10.0,0.0
麻疹傳染力達新冠6倍！出疹前後4天都有傳染風險 高危年齡層曝光,90.0,60.0,0.0,40.0
數發部預算遭砍4成 黃彥男：就像跟詐騙集團舉手投降,90.0,80.0,0.0,20.0
鳳山警邀女子吸毒、私訊警裝照 遭尿檢陽性2大過免職,90.0,0.0,0.0,20.0
鼎越終於放棄20%容積獎勵 游淑慧嘆：百億利益，可能就是殺頭冒險也要做,60.0,80.0,0.0,20.0
國防院前副執行長停職仍未換辦公室 國防部：已調整,60.0,0.0,0.0,20.0
她問第一份工作該做多久？職場老鳥曝「2判斷關鍵」：該跳就跳,40.0,60.0,80.0,20.0
中職／威能帝和樂天完成續約 「非常開心能回台打球」,0.0,60.0,0.0,10.0
慣竊開贓車拒檢衝撞新北員警 遭開5槍打中胸口送醫不治,90.0,80.0,0.0,10.0
「協商總預算」待處理案逾3千件！ 韓國瑜喊「頭髮要掉光」,90.0,80.0,40.0,60.0
40歲男吃薑母鴨大吐血休克 醫示警1類人：「4點」須注意！,90.0,60.0,80.0,20.0
「東高慢遊」1/4起登場 高雄觀光護照祭優惠,0.0,0.0,0.0,20.0
生死瞬間！女遊客平溪與火車「合照」 張開雙臂被撞飛濺血險遭輾,90.0,80.0,0.0,20.0
婦人遭詐遇警勸醒將計就計 車手被釣出壓制先關心「眼鏡有沒有壞」,90.0,60.0,0.0,10.0
郭冠宏不敵中國新星陳垣宇 WTT挑戰賽4強止步,60.0,40.0,0.0,20.0
快新聞／柯文哲再遭羈押 民眾黨痛批賴清德「歷史罪人」,90.0,80.0,20.0,40.0
恭喜！「小蜘蛛」湯姆霍蘭德傳求婚成功 超大鴿子蛋鑽戒曝光,0.0,80.0,0.0,20.0
勞保連續8年收不抵支 平衡費率須達31.42%,90.0,40.0,0.0,80.0
男人吃「瑪卡加鋅」會變戰神？泌尿醫解答 4步驟加強戰力,0.0,20.0,10.0,30.0
高雄市長綠營初選競爭激烈 「她」與3議員掃街拜票引聯想,20.0,0.0,0.0,10.0
總統立委官邸烤肉  府：聚焦民生國安等優先法案,0.0,0.0,0.0,20.0
美空軍F-35戰機訓練時墜毀 飛行員幸運彈射逃生,60.0,0.0,0.0,10.0
國際大師鋼琴賽成績揭曉  美音樂新秀獲首獎,0.0,20.0,0.0,10.0
快訊／川普就職台灣代表團進入體育館 王定宇開箱VIP包廂,0.0,20.0,40.0,10.0
1年抓7萬件超速！彰化桿王狂開1.2萬張罰單…10大超速取締熱點曝,60.0,40.0,0.0,20.0
中職／許銘傑前進悍將教練團 一二軍教頭都是前戰友,0.0,0.0,0.0,10.0
陳玉珍提刪公視23億預算引反彈 藍黨團稱協商改刪減2300萬【涉己新聞】,40.0,20.0,10.0,30.0
中職／富邦悍將未簽回蔣智賢 恐以生涯97轟告別職棒舞台,60.0,40.0,0.0,20.0
中國最新青年失業率降至15.7% 連4個月下降,40.0,0.0,0.0,20.0
高雄工頭涉殺害工人還棄屍屏東山區 遭橋檢聲押,90.0,60.0,0.0,10.0
柯文哲哽咽辭黨主席！捨不得阿北 黃國昌和全場人「都大哭了」,0.0,90.0,0.0,10.0
台鋼雄鷹自培選手顏郁軒、湯家豪 轉為正式球員,0.0,0.0,0.0,10.0
男病人威脅傷害護理師 北市聯醫：一定依法追究,90.0,60.0,40.0,20.0
北市消防局30周年頒發金龍獎 去年救回到院前命危150人,20.0,0.0,0.0,10.0
林俊逸快看！趙詠華身邊冒小32歲鮮肉 認雙方真實關係超複雜,0.0,20.0,80.0,10.0
蔡阿嘎擁7間房！鄉民好奇「YT這麼好賺嗎」 網：有什麼稀奇的,0.0,20.0,40.0,10.0
快新聞／日本JR千葉站旁拆除工程「天花板崩塌」 3人被埋1人心臟驟停,90.0,60.0,0.0,10.0
黃仁勳逛夜市被擠爆 盧秀燕：台中人熱情他會再來,20.0,0.0,0.0,10.0
德州男子外出釣魚 遇龍捲風驚險撿回一條命,20.0,60.0,0.0,10.0
嘉義6.4強震！接連餘震搖不停 經部：水庫啟動特別檢查,60.0,40.0,0.0,20.0
南韓又爆意外！漁船外海觸礁沉沒 22人跳海逃生「3人身亡」,90.0,60.0,0.0,20.0
警察春節安全維護工作15天 侯友宜抵土城：低溫執勤注意健康,20.0,0.0,0.0,10.0
賴總統接見傑出店長 允全力助中小微型企業找通路,0.0,0.0,0.0,20.0
哈爾濱雪雕賽 帶動冰雪經濟,0.0,0.0,0.0,20.0
台泥2024營收突破1500億元創新高 亞泥年減4.85%,20.0,10.0,0.0,40.0
獅隊春訓4天破6千球迷進場 林安可感謝行動相挺,0.0,0.0,0.0,20.0
國泰10檔ETF新年除息！00830、00725B、00933B發紅包 想領息最晚這天買,0.0,20.0,40.0,30.0
台電「奧運」！千人技能競賽 女蜘蛛人、亞運棒球銅牌都參賽,0.0,0.0,0.0,20.0
砒霜蛋糕奪3命！家族聚會變喪宴 夫中毒亡案跟著重啟調查,90.0,80.0,0.0,20.0
預售屋市場進入「冬眠」 北台灣平均每週僅0.8組成交,90.0,60.0,10.0,20.0
川普簽署行政命令 美國將二度退出巴黎氣候協定,90.0,0.0,20.0,10.0
徐懷鈺驚吐「合約不是真的」：錢都在媽手上 淚崩認了比張韶涵更慘！,90.0,80.0,0.0,20.0
被地震「嚇到撤案」？醫爆國民黨：本要刪地震預警、氣象署維護費,60.0,40.0,0.0,20.0
「三太子出巡環島祈福令」 九天哈雷車隊巡迴全台9間宮廟,0.0,20.0,0.0,10.0
他過馬路腳踩「神祕裝置」太前衛被嚇爛！在地人一看秒懂：為了低頭族誕生,40.0,60.0,0.0,20.0
中國2波霾害襲台！「敏感族群」注意空氣汙染 環境部示警：影響長達4天,60.0,40.0,20.0,30.0
台中1個半月的交通大執法 嚴格抓酒駕、毒駕,60.0,40.0,0.0,20.0
快新聞／超夯！蘇巧慧初二宮廟走透透 總統聯名福袋5000份秒殺,0.0,60.0,40.0,20.0
苔蘚稀有種台灣佔一半 生態學者致力保育推廣,0.0,20.0,0.0,40.0
澎湖紅羅垃圾場火警 消防灌救近15小時獲控制,60.0,0.0,0.0,10.0
中職／中信兄弟呂彥青升格人夫 喊話江坤宇「請你努力跟上」,0.0,20.0,40.0,10.0
甄子丹當導演「呼朋引伴」為電影增色 呂良偉二話不說就答應,0.0,20.0,0.0,10.0
不只跨年來！ 多組南韓藝人登台灣除夕節目表演,0.0,20.0,0.0,40.0
花蓮市民小巴推優惠 指定路線月票搭20趟送10趟,0.0,0.0,0.0,40.0
中國舉行春節團拜會 習近平：2025年化解外部衝擊,40.0,0.0,0.0,60.0
電商女王直擊洛杉磯野火 揭當地驚人狀況：天空都是灰色的,90.0,80.0,0.0,20.0
不只邱軍！2藝人「酒駕撞死人」下場曝光 她花16年放下：不自責了,90.0,60.0,0.0,20.0
川普上任在即 Meta、亞馬遜宣布縮編多元平權計畫,60.0,40.0,0.0,20.0
陳玉珍轟「丟掉那隻要飯的碗」！公視怒公開「9億→23億」經費支配流向,90.0,80.0,40.0,60.0
東京法政大學多摩校區傳女子拿鐵鎚亂揮 至少8傷,90.0,60.0,0.0,10.0
看經緯度毛毛的！嘉義6.4強震 震央與61年前白河大地震「完全重疊」,60.0,40.0,80.0,20.0
艾爾段：若敘利亞分裂 土耳其已準備好介入,60.0,40.0,0.0,20.0
藝術未來博覽會  新銳原民藝術家以作品尋根,0.0,20.0,0.0,10.0
好市多遭抵制！拒「取消1政策」惹火川粉 爆大規模退會員,90.0,80.0,0.0,20.0
大罷免爭議 鍾東錦：唯有總統高度能讓藍綠停火,40.0,30.0,0.0,20.0
倒垃圾發生衝突  42歲男遭鄰居持水果刀刺傷,90.0,60.0,0.0,10.0
南韓國中生救起4人後溺斃 當局將追授名譽,90.0,80.0,0.0,20.0
傳馬斯克旗下X洽談新一輪融資 估值達440億美元,0.0,0.0,0.0,20.0
妻生5子尪外遇餐廳員工！正宮忍12年「休夫告小三」僅獲求償1/10賠償金,90.0,80.0,0.0,20.0
北市也發低溫特報！「這3區」恐跌破10度 單日12人非創傷送醫,90.0,60.0,0.0,20.0
送他去醫院！乘客遭刀砍傷 運將直奔警局,90.0,80.0,20.0,10.0
「小林同學」林昀儒論文題目曝 探究「大魔王」樊振東技術,40.0,20.0,0.0,10.0
交通法令加嚴 偽造車牌猖獗 新北取締量暴增393%,90.0,60.0,0.0,20.0
波音737又出狀況 俄羅斯烏塔航空173人客機緊急迫降,90.0,40.0,0.0,20.0
「騙去泰國拍戲」案增多！受害演員談內幕 台灣火舞表演者救援進度曝光,60.0,40.0,0.0,20.0
總統正式公布憲訴法修正條文  批示宜聲請憲法法庭裁判,40.0,0.0,20.0,10.0
日本防衛省因應台灣有事 推動自衛隊司令部地下化,40.0,20.0,0.0,30.0
中國央行：階段性暫停公開市場買入國債,30.0,0.0,0.0,40.0
獨家／黃麟凱伏法！直擊死囚末路 前進刑場「倒數人生2小時」,90.0,80.0,0.0,60.0
出門散步找嘸回家路！男寒風中狂走15公里…暖警即刻救援助返家,60.0,80.0,0.0,20.0
幼兒園性侵案蔣萬安承諾家長看監視器跳票？教育局：最快下週五,90.0,60.0,0.0,80.0
101貴婦團驚見縣長饒慶鈴 身上行頭曝網罵「台東窮成那樣...」賈永婕解釋了,90.0,60.0,0.0,20.0
歐洲央行再度降息 歐股收高,0.0,0.0,0.0,20.0
NBA約基奇只打3節就大三元 金塊輕取魔術,0.0,20.0,0.0,10.0
自由說新聞》國民黨「才縮手又狂嗆」網炸鍋轟：飆罵人民？,90.0,80.0,20.0,10.0
MiLB／12強王牌投手變大廚 林昱珉：煮飯比投球難,0.0,20.0,0.0,10.0
前男友網路開黃腔 17歲少女撂表弟10人砸車傷人,90.0,60.0,0.0,20.0
